#Column heading	Definition
#Mass %	Mass of solute divided by total mass of solution, expressed as percent
#Molality, moles of solute per kg of water
#Molarity, moles of solute per liter of solution
#Density of solution, in g cm-3
#Index of refraction, relative to air, at a wavelength of 589 nm (sodium D line); the index of pure water at 20 ¡C is 1.3330
#Freezing point depression relative to pure water, in ¡C
#Absolute (dynamic) viscosity, in mPa s (equal to centipoise, cP); the viscosity of pure water at 20 ¡C is 1.002 mPa s
#Density data for aqueous solutions over a wider range of temperatures and pressures (and for additional compounds not in this table) may be found in Ref. 2.														
#														
Row	SubHeader	Solute	Synonym	Formula	CAS_Reg_No	Mol_wt	Mass_prct	Mass_fraction	Molality_m	Molarity_c	Density	Refractive_index_n	T_freeze_supression	Viscosity_dynamic
629	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	6.5	0.065	0.203	0.195	1.0246	1.3429	0.39	1.211
630	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	7	0.07	0.22	0.21	1.0267	1.3437	0.42	1.232
631	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	7.5	0.075	0.237	0.225	1.0287	1.3445	0.46	1.254
632	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	8	0.08	0.254	0.241	1.0308	1.3453	0.5	1.276
633	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	8.5	0.085	0.271	0.256	1.0329	1.346		1.298
634	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	9	0.09	0.289	0.272	1.0349	1.3468		1.321
635	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	9.5	0.095	0.307	0.288	1.037	1.3476		1.345
636	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	10	0.1	0.325	0.304	1.039	1.3484		1.37
637	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	11	0.11	0.361	0.335	1.0432	1.35		1.421
638	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	12	0.12	0.398	0.367	1.0473	1.3515		1.476
639	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	13	0.13	0.437	0.399	1.0515	1.3531		1.533
640	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	14	0.14	0.476	0.432	1.0558	1.3548		1.593
641	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	15	0.15	0.516	0.465	1.0602	1.3564		1.657
642	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	16	0.16	0.556	0.498	1.0648	1.3582		1.724
643	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	17	0.17	0.598	0.531	1.0696	1.36		1.795
644	_-D-Lactose	_-D-Lactose		C12H22O11	5965-66-2	342.296	18	0.18	0.641	0.565	1.0746	1.3619		1.869
645	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	0.5	0.005	0.119	0.118	1.0012	1.3341	0.42	1.019
646	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	1	0.01	0.238	0.237	1.0041	1.3351	0.84	1.037
647	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	2	0.02	0.481	0.476	1.0099	1.3373	1.72	1.072
648	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	3	0.03	0.73	0.719	1.0157	1.3394	2.68	1.108
649	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	4	0.04	0.983	0.964	1.0215	1.3415	3.73	1.146
650	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	5	0.05	1.241	1.211	1.0272	1.3436	4.86	1.185
651	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	6	0.06	1.506	1.462	1.033	1.3457	6.14	1.226
652	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	7	0.07	1.775	1.715	1.0387	1.3478	7.56	1.269
653	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	8	0.08	2.051	1.971	1.0444	1.3499	9.11	1.313
654	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	9	0.09	2.333	2.23	1.0502	1.352	10.79	1.36
655	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	10	0.1	2.621	2.491	1.056	1.3541	12.61	1.411
656	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	12	0.12	3.217	3.022	1.0675	1.3583	16.59	1.522
657	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	14	0.14	3.84	3.564	1.0792	1.3625	21.04	1.647
658	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	16	0.16	4.493	4.118	1.091	1.3668		1.787
659	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	18	0.18	5.178	4.683	1.1029	1.3711		1.942
660	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	20	0.2	5.897	5.26	1.115	1.3755		2.128
661	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	22	0.22	6.653	5.851	1.1274	1.3799		2.341
662	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	24	0.24	7.449	6.453	1.1399	1.3844		2.6
663	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	26	0.26	8.288	7.069	1.1527	1.389		2.925
664	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	28	0.28	9.173	7.7	1.1658	1.3936		3.318
665	Lithium chloride	Lithium chloride		LiCl	7447-41-8	42.394	30	0.3	10.109	8.344	1.1791	1.3983		3.785
666	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	0.5	0.005	0.053	0.053	1.0022	1.3343	0.26	1.024
667	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	1	0.01	0.106	0.106	1.0062	1.3356	0.52	1.046
668	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	2	0.02	0.214	0.213	1.0144	1.3381	1.06	1.091
669	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	3	0.03	0.325	0.322	1.0226	1.3406	1.65	1.139
670	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	4	0.04	0.438	0.433	1.0309	1.3432	2.3	1.188
671	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	5	0.05	0.553	0.546	1.0394	1.3457	3.01	1.241
672	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	6	0.06	0.67	0.66	1.0479	1.3483		1.298
673	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	7	0.07	0.791	0.777	1.0564	1.3508		1.358
674	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	8	0.08	0.913	0.895	1.0651	1.3534		1.423
675	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	9	0.09	1.039	1.015	1.0738	1.356		1.493
676	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	10	0.1	1.167	1.137	1.0826	1.3587		1.57
677	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	12	0.12	1.432	1.387	1.1005	1.3641		1.745
678	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	14	0.14	1.71	1.645	1.1189	1.3695		1.956
679	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	16	0.16	2.001	1.911	1.1372	1.3749		2.207
680	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	18	0.18	2.306	2.184	1.1553	1.3804		2.507
681	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	20	0.2	2.626	2.467	1.1742	1.3859		2.867
682	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	22	0.22	2.962	2.758	1.1938	1.3915		3.323
683	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	24	0.24	3.317	3.06	1.214	1.3972		3.917
684	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	26	0.26	3.69	3.371	1.2346	1.403		4.694
685	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	28	0.28	4.085	3.692	1.2555	1.4089		5.709
686	Magnesium chloride	Magnesium chloride	Magnogene	MgCl2	7786-30-3	95.211	30	0.3	4.501	4.022	1.2763	1.4148		7.017
687	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	0.5	0.005	0.042	0.042	1.0033	1.334	0.1	1.027
688	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	1	0.01	0.084	0.084	1.0084	1.335	0.19	1.054
689	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	2	0.02	0.17	0.169	1.0186	1.3371	0.36	1.112
690	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	3	0.03	0.257	0.256	1.0289	1.3391	0.52	1.177
691	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	4	0.04	0.346	0.345	1.0392	1.3411	0.69	1.249
692	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	5	0.05	0.437	0.436	1.0497	1.3431	0.87	1.328
693	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	6	0.06	0.53	0.528	1.0602	1.3451	1.05	1.411
694	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	7	0.07	0.625	0.623	1.0708	1.3471	1.24	1.498
695	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	8	0.08	0.722	0.719	1.0816	1.3492	1.43	1.593
696	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	9	0.09	0.822	0.817	1.0924	1.3512	1.64	1.702
697	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	10	0.1	0.923	0.917	1.1034	1.3532	1.85	1.829
698	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	12	0.12	1.133	1.122	1.1257	1.3572	2.31	2.104
699	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	14	0.14	1.352	1.336	1.1484	1.3613	2.86	2.412
700	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	16	0.16	1.582	1.557	1.1717	1.3654	3.67	2.809
701	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	18	0.18	1.824	1.788	1.1955	1.3694		3.36
702	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	20	0.2	2.077	2.027	1.2198	1.3735		4.147
703	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	22	0.22	2.343	2.275	1.2447	1.3776		5.199
704	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	24	0.24	2.624	2.532	1.2701	1.3817		6.498
705	Magnesium sulfate	Magnesium sulfate		MgSO4	7487-88-9	120.368	26	0.26	2.919	2.8	1.2961	1.3858		8.066
706	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	0.5	0.005	0.015	0.015	1.0003	1.3337	0.03	1.016
707	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	1	0.01	0.03	0.029	1.0023	1.3345	0.06	1.03
708	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	2	0.02	0.06	0.059	1.0063	1.3359	0.11	1.06
709	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	3	0.03	0.09	0.089	1.0104	1.3374	0.17	1.092
710	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	4	0.04	0.122	0.119	1.0144	1.3389	0.23	1.126
711	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	5	0.05	0.154	0.149	1.0184	1.3404	0.29	1.162
712	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	6	0.06	0.186	0.179	1.0224	1.342	0.35	1.2
713	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	7	0.07	0.22	0.21	1.0265	1.3435	0.42	1.239
714	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	8	0.08	0.254	0.241	1.0305	1.345	0.48	1.281
715	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	9	0.09	0.289	0.272	1.0345	1.3466	0.55	1.325
716	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	10	0.1	0.325	0.303	1.0385	1.3482	0.62	1.372
717	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	11	0.11	0.361	0.335	1.0425	1.3497	0.69	1.422
718	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	12	0.12	0.398	0.367	1.0465	1.3513	0.77	1.474
719	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	13	0.13	0.437	0.399	1.0505	1.3529	0.84	1.53
720	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	14	0.14	0.476	0.431	1.0545	1.3546	0.92	1.588
721	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	15	0.15	0.516	0.464	1.0585	1.3562	1	1.649
722	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	16	0.16	0.556	0.497	1.0629	1.3578	1.08	1.715
723	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	17	0.17	0.598	0.53	1.0672	1.3595	1.17	1.784
724	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	18	0.18	0.641	0.564	1.0716	1.3612	1.25	1.859
725	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	19	0.19	0.685	0.597	1.0759	1.3628	1.34	1.94
726	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	20	0.2	0.73	0.631	1.0801	1.3644	1.43	2.021
727	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	22	0.22	0.824	0.7	1.0894	1.3678	1.64	2.216
728	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	24	0.24	0.923	0.77	1.0984	1.3714	1.85	2.463
729	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	26	0.26	1.026	0.842	1.108	1.3749	2.08	2.753
730	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	28	0.28	1.136	0.914	1.1171	1.3785	2.34	3.066
731	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	30	0.3	1.252	0.988	1.1269	1.3821	2.62	3.427
732	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	32	0.32	1.375	1.063	1.1367	1.3858	2.93	3.918
733	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	34	0.34	1.505	1.139	1.1463	1.3896	3.25	4.447
734	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	36	0.36	1.643	1.216	1.1561	1.3935	3.6	5.05
735	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	38	0.38	1.791	1.295	1.1663	1.3974	3.99	5.832
736	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	40	0.4	1.948	1.375	1.1769	1.4013	4.41	6.926
737	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	42	0.42	2.116	1.457	1.1878	1.4051	4.88	8.191
738	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	44	0.44	2.295	1.54	1.1979	1.4094	5.35	9.649
739	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	46	0.46	2.489	1.624	1.2084	1.4136		11.473
740	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	48	0.48	2.697	1.71	1.2194	1.4177		14.148
741	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	50	0.5	2.921	1.797	1.2304	1.4217		17.786
742	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	52	0.52	3.165	1.886	1.2416	1.426		22.034
743	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	54	0.54	3.429	1.976	1.2528	1.4308		28.757
744	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	56	0.56	3.718	2.068	1.2638	1.435		38.226
745	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	58	0.58	4.034	2.159	1.274	1.4394		49.298
746	_-Maltose	_-Maltose		C12H22O11	4482-75-1	342.296	60	0.6	4.382	2.253	1.2855	1.444		
747	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	1	0.01	0.067	0.067	1.008	1.3348	0.16	1.046
748	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	2	0.02	0.135	0.135	1.0178	1.3366	0.31	1.09
749	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	3	0.03	0.205	0.204	1.0277	1.3384	0.44	1.137
750	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	4	0.04	0.276	0.275	1.0378	1.3402	0.57	1.187
751	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	5	0.05	0.349	0.347	1.048	1.342	0.7	1.242
752	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	6	0.06	0.423	0.421	1.0583	1.3438	0.84	1.301
753	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	7	0.07	0.498	0.495	1.0688	1.3457	0.98	1.363
754	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	8	0.08	0.576	0.572	1.0794	1.3475	1.12	1.431
755	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	9	0.09	0.655	0.65	1.0902	1.3494	1.28	1.505
756	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	10	0.1	0.736	0.729	1.1012	1.3513	1.44	1.587
757	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	11	0.11	0.819	0.81	1.1123	1.3532	1.61	1.678
758	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	12	0.12	0.903	0.893	1.1236	1.3551	1.8	1.779
759	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	13	0.13	0.99	0.977	1.1351	1.357	2	1.887
760	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	14	0.14	1.078	1.063	1.1467	1.3589	2.21	2.005
761	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	15	0.15	1.169	1.151	1.1585	1.3609	2.43	2.133
762	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	16	0.16	1.261	1.24	1.1705	1.3629	2.67	2.272
763	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	17	0.17	1.356	1.331	1.1827	1.3648	2.92	2.42
764	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	18	0.18	1.454	1.424	1.195	1.3668	3.19	2.58
765	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	19	0.19	1.553	1.519	1.2075	1.3688	3.49	2.752
766	Manganese(II) sulfate	Manganese(II) sulfate		MnSO4	7785-87-7	151.001	20	0.2	1.656	1.616	1.2203	1.3708	3.8	2.938
767	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	0.5	0.005	0.028	0.027	1	1.3337	0.05	1.019
768	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	1	0.01	0.055	0.055	1.0017	1.3345	0.1	1.032
769	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	1.5	0.015	0.084	0.083	1.0035	1.3352	0.16	1.044
770	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	2	0.02	0.112	0.11	1.0053	1.3359	0.21	1.057
771	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	2.5	0.025	0.141	0.138	1.007	1.3367	0.26	1.069
772	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	3	0.03	0.17	0.166	1.0088	1.3374	0.32	1.081
773	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	3.5	0.035	0.199	0.194	1.0106	1.3381	0.37	1.094
774	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	4	0.04	0.229	0.222	1.0124	1.3389	0.43	1.107
775	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	4.5	0.045	0.259	0.251	1.0141	1.3396	0.48	1.121
776	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	5	0.05	0.289	0.279	1.0159	1.3403	0.54	1.135
777	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	5.5	0.055	0.319	0.307	1.0177	1.3411	0.6	1.15
778	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	6	0.06	0.35	0.336	1.0195	1.3418	0.66	1.166
779	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	6.5	0.065	0.382	0.364	1.0212	1.3425	0.72	1.183
780	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	7	0.07	0.413	0.393	1.023	1.3433	0.77	1.2
781	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	7.5	0.075	0.445	0.422	1.0248	1.344	0.84	1.218
782	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	8	0.08	0.477	0.451	1.0266	1.3447	0.9	1.236
783	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	8.5	0.085	0.51	0.48	1.0284	1.3455	0.96	1.256
784	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	9	0.09	0.543	0.509	1.0302	1.3462	1.02	1.275
785	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	9.5	0.095	0.576	0.538	1.032	1.3469	1.08	1.294
786	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	10	0.1	0.61	0.567	1.0338	1.3477	1.15	1.314
787	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	11	0.11	0.678	0.626	1.0375	1.3491	1.28	1.355
788	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	12	0.12	0.749	0.686	1.0412	1.3506	1.41	1.398
789	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	13	0.13	0.82	0.746	1.045	1.3521	1.55	1.443
790	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	14	0.14	0.894	0.806	1.0489	1.3536	1.69	1.489
791	_-Mannitol	D-Mannitol	Cordycepic acid	CH2(CHOH)4CH2OH	69-65-8	182.171	15	0.15	0.969	0.867	1.0529	1.3552	1.84	1.537
792	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	0.5	0.005	0.157	0.156	0.9973	1.3331	0.28	1.022
793	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	1	0.01	0.315	0.311	0.9964	1.3332	0.56	1.04
794	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	2	0.02	0.637	0.621	0.9947	1.3334	1.14	1.07
795	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	3	0.03	0.965	0.93	0.993	1.3336	1.75	1.1
796	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	4	0.04	1.3	1.238	0.9913	1.3339	2.37	1.131
797	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	5	0.05	1.643	1.544	0.9896	1.3341	3.02	1.163
798	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	6	0.06	1.992	1.85	0.988	1.3343	3.71	1.196
799	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	7	0.07	2.349	2.155	0.9864	1.3346	4.41	1.229
800	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	8	0.08	2.714	2.459	0.9848	1.3348	5.13	1.264
801	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	9	0.09	3.087	2.762	0.9832	1.3351	5.85	1.297
802	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	10	0.1	3.468	3.064	0.9816	1.3354	6.6	1.329
803	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	11	0.11	3.858	3.365	0.9801	1.3356	7.36	1.36
804	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	12	0.12	4.256	3.665	0.9785	1.3359	8.14	1.389
805	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	13	0.13	4.664	3.964	0.977	1.3362	8.93	1.418
806	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	14	0.14	5.081	4.262	0.9755	1.3365	9.72	1.446
807	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	15	0.15	5.508	4.56	0.974	1.3367	10.53	1.474
808	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	16	0.16	5.945	4.856	0.9725	1.337	11.36	1.501
809	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	17	0.17	6.393	5.152	0.971	1.3373	12.23	1.528
810	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	18	0.18	6.851	5.447	0.9695	1.3376	13.13	1.554
811	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	19	0.19	7.321	5.74	0.968	1.3379	14.06	1.579
812	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	20	0.2	7.803	6.034	0.9666	1.3381	15.02	1.604
813	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	22	0.22	8.803	6.616	0.9636	1.3387	16.98	1.652
814	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	24	0.24	9.856	7.196	0.9606	1.3392	19.04	1.697
815	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	26	0.26	10.966	7.771	0.9576	1.3397	21.23	1.735
816	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	28	0.28	12.138	8.341	0.9545	1.3402	23.59	1.769
817	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	30	0.3	13.376	8.908	0.9514	1.3407	25.91	1.795
818	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	32	0.32	14.688	9.47	0.9482	1.3411	28.15	1.814
819	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	34	0.34	16.078	10.028	0.945	1.3415	30.48	1.827
820	Methanol	Methanol	Methyl alcohol	CH3OH	67-56-1	32.042	36	0.36	17.556	10.58	0.9416	1.3419	32.97	1.835
